,Rank,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic,MAUT
299,300,9910093,7130,9609219,7191,9903207,9608117,9095,9095,9809057,12234,6071,9611076
300,301,211271,110113,9912258,9807127,9406206,108172,109091,109091,9712028,6160,9907142,9411210
301,302,210238,209153,7043,9811019,9807127,9306023,106010,106010,9301052,7130,110109,9411057
302,303,9712071,301101,110146,111222,5053,9504034,9908141,9908141,9205069,9811019,9512129,12067
303,304,9708168,11108,9506077,9308139,9903205,9405096,6193,6193,9612128,104133,9804038,9803239
304,305,111179,6023,9712082,9804057,5133,9806039,103078,103078,103171,9611230,5098,9507090
305,306,301217,106281,9807127,9912042,9607161,9810155,4198,4198,9608024,10028,107096,12051
306,307,9906200,109209,212079,9307196,9402020,9906192,206137,206137,11060,8092,9902210,9506101
307,308,12081,9603167,301094,9212009,9307196,8075,110087,110087,9705219,9505105,10122,9602145
308,309,9212149,111087,4011,9209044,111222,8140,106061,106061,12058,11226,9905160,9811096
309,310,304018,212010,5098,107067,11156,6003,11241,11241,9710149,9602022,9703166,11235
310,311,111093,4085,9903043,5053,9910188,11073,9703166,9703166,9504019,12052,206072,9705150
311,312,9504147,104095,12249,9603126,9309044,9205037,110147,110147,9401115,109091,9805058,208023
312,313,108075,9196,9511043,9903233,9709172,9706109,4187,4187,104136,9095,7044,10014
313,314,212010,103256,9703210,9904045,9612192,9201059,9903268,9903268,9406206,106010,11089,12044
314,315,9705199,107101,9704110,9910157,11235,5209,112153,112153,9712186,106061,9902118,9706090
315,316,9707192,106142,9903014,10144,9301037,9603136,10010,10010,9207042,9908141,12097,9903091
316,317,10088,9807080,9710027,9301037,9805019,9508042,208203,208203,4103,9903268,11024,9711018
317,318,11283,304270,9606139,9910030,7191,9209041,210252,210252,9907123,7146,9507113,9703100
318,319,110050,206212,106112,9407078,9912042,9207053,9602022,9602022,108018,106184,9707205,9908075
319,320,209122,9511030,205204,9903207,9306162,9307174,5026,5026,9709172,9704104,112197,9904118
320,321,11033,9908134,4204,9803235,105097,9603109,111085,111085,103168,10252,9909059,9909125
321,322,9708147,211170,9808069,9902002,9407078,9712004,9812072,9812072,8076,206137,11156,9612238
322,323,9911096,103090,9902200,9402020,9803235,9212088,106231,106231,209079,6193,110281,9910184
323,324,9405029,7147,10010,9910188,9308139,9211034,110234,110234,9612017,10010,9712020,9910263
324,325,9708044,9809111,9709118,9902018,9310198,9607235,304018,304018,9404013,10105,110178,210083
325,326,9411028,8002,9903205,9806146,9902002,11095,104200,104200,9912249,9812072,12211,303083
326,327,9907026,10275,107177,9812072,9811019,9507143,106024,106024,9711114,4198,9611110,107162
327,328,11077,8030,8112,210022,9411099,9503179,9512059,9512059,9710122,110147,9702167,210057
328,329,106014,212055,9912145,10048,9510199,9306052,11139,11139,12062,110062,9706155,11047
329,330,106201,9909059,9806199,105286,9503104,9705219,9611230,9611230,301094,9708164,9710027,7012
330,331,9303046,110293,9511213,9406206,9602172,9203079,210187,210187,9407018,112153,9804058,303270
331,332,9809022,10045,9503127,5285,208048,9905104,12054,12054,9909011,208203,103162,9607041
332,333,209034,8064,109174,211257,9906054,9404050,10122,10122,9805153,11241,106109,8250
333,334,9710009,6160,112126,9710193,9507048,9712186,9505105,9505105,8252,304072,109055,9505054
334,335,9311177,211238,9707079,9808192,5285,12060,8002,8002,9506200,106231,9511228,9811080
335,336,9703210,208196,10054,9906054,9710193,11125,4106,4106,9805168,11115,9510161,9907054
336,337,9701088,9805034,104232,9704080,9804057,9408083,107197,107197,4111,11139,9304154,9706032
337,338,9903268,11233,205106,9503104,105286,9906194,110265,110265,9206078,106024,7175,9703094
338,339,9706025,107070,6192,9307174,9601079,9908040,11019,11019,5040,9512059,9912271,9806238
339,340,9708037,9412184,9710032,9607161,9208059,9804083,4159,4159,9507036,4187,9207016,9812155
340,341,9403198,107178,6239,9401149,9611143,9906070,9909081,9909081,9503121,5026,107172,9703172
341,342,9603074,104021,9701186,9703030,9401149,9402144,103229,103229,9710198,12054,9909017,9604021
342,343,9511126,9911041,9608154,11032,110067,9303098,109125,109125,9806194,304018,9811035,6086
343,344,9510183,11218,9712020,9306009,9908181,9611159,12035,12035,5129,12035,105019,9806142
344,345,9903162,4080,9612143,9510199,12266,106034,103085,103085,9503033,8002,9510227,9903103
345,346,9701187,211123,9804085,9611143,9808192,9504027,104059,104059,9908004,107197,9511194,9504080
346,347,9712186,210183,11292,11156,9505173,112223,12259,12259,110200,104200,9710230,9811183
347,348,8042,9611230,207214,9611230,107241,9510161,9708164,9708164,9502025,11019,9176,9812121
348,349,109213,12259,104136,9602172,9603126,9301083,10264,10264,9209041,4159,9805112,9612102
349,350,9191,304045,9804058,9148,9906197,9605231,9704104,9704104,9905147,9909081,6202,112064
350,351,9410073,112176,6023,9309044,9704080,9504019,9906192,9906192,9506089,109122,9506011,9911119
351,352,9412228,106103,9904086,209188,211257,9301100,9408074,9408074,9501057,4106,6132,6085
352,353,9706109,107046,9507115,9507048,9412236,9402016,109057,109057,9701078,109125,9508064,9912159
353,354,9806074,109049,9808141,9310198,9404157,9505053,7146,7146,9611051,105214,11166,7236
354,355,9709220,211131,9506037,9908181,210022,9408164,9901080,9901080,11172,10122,8042,9611104
355,356,9206070,104232,9711143,11235,9505183,9705122,9181,9181,9402016,9408074,9603074,9704187
356,357,9604091,108085,206072,9411099,9507036,9206003,108154,108154,9912012,103085,110115,9805027
357,358,9708085,106107,110109,9103,209079,7177,12052,12052,9808192,103229,9810072,8241
358,359,112040,303199,9148,107241,9506011,9503030,11140,11140,9911214,9504047,9908201,9711005
359,360,9903207,209150,9709107,9209076,9308075,9811131,111151,111151,9206006,10264,107067,9710247
360,361,9701037,9912274,9411210,7024,9306009,10090,106234,106234,9107,12259,207226,9710032
361,362,5032,111281,11146,9306162,9904017,9612080,106184,106184,6139,104059,210183,9705078
362,363,210083,104176,108172,9202072,209188,9205046,104169,104169,9503002,9906192,111222,9705055
363,364,12164,106113,9703166,210070,9307174,105059,9510161,9510161,9311022,108154,4039,9707023
364,365,9233,205121,9708168,9308075,9904045,12234,10275,10275,107067,9901080,103168,6019
365,366,11131,110200,9808187,9904017,9202072,9302048,10252,10252,9811231,11146,9910094,9704031
366,367,4166,110050,9411057,9208059,11032,9908036,12200,12200,9606001,11140,9602022,9603074
367,368,9906182,9703166,9703195,9908004,9911253,9909053,8064,8064,11148,9507121,9602051,108179
368,369,209255,205306,12035,10079,9806188,9612017,10113,10113,9501144,4148,5204,9504129
369,370,9604052,9612192,7106,9404157,9302033,9202,11115,11115,4063,111151,9804085,112040
370,371,9510161,303236,9610119,9806188,9408113,107251,211232,211232,9503030,10275,5067,9507064
371,372,205048,9610082,9709192,9612073,9711114,9502113,7215,7215,9610193,103115,9601057,9507140
372,373,9506126,9602052,11060,9701125,9311147,9505117,9504047,9504047,9904045,12200,9142,209208
373,374,9507048,210238,112059,110067,106109,9909047,110200,110200,9906129,103067,207214,9812227
374,375,9909053,209197,9902058,106109,9611230,9808017,112050,112050,10214,10113,9503127,9507011
375,376,9301052,111153,104169,104246,10048,9712214,11146,11146,105048,8064,9608039,9707017
376,377,9912287,9704104,107067,9506011,103063,9511080,206011,206011,108134,211232,12143,9811177
377,378,9210127,212069,105035,9505173,9306013,9611065,9507121,9507121,4134,9211,112152,9607184
378,379,9809057,105085,210022,9810194,9810194,110087,304059,304059,9702098,9181,9711157,6113
379,380,9611202,8081,8250,9503157,9908004,9912118,9909176,9909176,9306039,112050,207244,9710160
380,381,9604179,103168,211222,9506064,9305047,9410104,110062,110062,9808149,207247,9712186,104147
381,382,9709160,6014,7024,103063,9209076,9209023,303233,303233,9706146,106234,5090,9408099
382,383,212069,111092,9904017,9903005,10059,9803076,6209,6209,11024,304059,207091,9907123
383,384,9610157,9909214,208142,9302033,9612073,9202074,7168,7168,9602051,206011,9707099,9806234
384,385,211123,303035,208020,9607163,10144,9407018,103115,103115,9404050,104169,206081,9709001
385,386,9806159,106157,9811028,9408113,210070,9406020,106178,106178,9806074,9909176,112045,9702031
386,387,108187,11119,109213,9505183,104246,9910052,105214,105214,9611065,303233,9812088,9505100
387,388,105048,206137,9912010,9601079,7024,103171,9911203,9911203,12111,6209,111082,9607239
388,389,5016,5159,5048,9711114,9903005,9610249,4148,4148,9402077,9510161,212060,9708002
389,390,110087,9409089,5242,103168,9508068,9807127,109122,109122,205306,103163,9903014,9609190
390,391,9305040,7140,9504034,209079,9607174,9404173,9504081,9504081,12210,9402002,9705199,205306
391,392,12072,9912121,9808035,9703166,9302023,9708118,104244,104244,107241,7215,4204,8226
392,393,9061,9602022,9807188,7007,12143,9906200,10021,10021,9309097,205227,9912010,9604133
393,394,9603061,4112,212313,9510182,9510182,9504102,103089,103089,5067,104244,9512181,109081
394,395,9808149,301217,9910094,211036,9503157,9701037,9902149,9902149,9511164,9911203,6232,9807006
395,396,9906194,5242,9706132,9201061,211036,9212086,304072,304072,9708009,7168,9711153,207249
396,397,9909047,9512062,9703030,9710114,9607163,9507105,9211,9211,107247,110200,9906137,9708169
397,398,9201061,4187,11256,5210,9703188,9406105,103163,103163,9906144,9504081,9908165,9610174
398,399,9912094,211271,9506011,9412236,9612168,12143,9712230,9712230,9701060,10021,9905004,109173
399,400,9709096,106033,206141,12143,9701125,9912152,12262,12262,111222,103089,106040,9706171
400,401,8241,106180,211216,9911253,7165,9412113,9912280,9912280,103128,205204,301144,110277
401,402,9704174,110019,9709211,107177,9505073,9503057,8089,8089,5015,9810126,111078,9603094
402,403,301071,109070,9304154,9504081,209155,9909070,103067,103067,9711008,12262,104036,9807079
403,404,9506106,109091,10198,9311147,9411102,11017,207142,207142,9907026,106178,9506037,212221
404,405,9505053,301179,8016,7165,9506159,9309106,8073,8073,9608071,8089,9030,5211
405,406,103115,210221,304271,10059,9906091,9211059,103079,103079,9908199,9911082,9504034,12104
406,407,6219,110124,9703118,9906197,9703030,9803264,205204,205204,11256,112093,9708123,103170
407,408,9407190,209230,12118,9508068,9201061,109162,8020,8020,9710124,9902149,109029,9908006
408,409,9304057,106096,10088,9808100,9710114,9903121,9810126,9810126,9906044,9712230,9211,9902190
409,410,9806026,110147,9711083,9305047,10079,109213,9402002,9402002,9309106,103079,105214,9908071
410,411,9811035,206063,9804184,9612168,107177,9507050,11024,11024,108008,9910149,9712082,9706142
411,412,103167,110204,9708085,9603053,9705028,10240,9090,9090,9605187,8020,107191,9709228
412,413,9404063,9510161,107167,9503033,9703166,8205,106027,106027,5209,207142,9903110,9902034
413,414,9409021,110028,110028,9706203,9504081,9704104,11172,11172,9810070,112145,6066,9912065
414,415,205066,111151,111182,9402107,9808100,9510227,9912258,9912258,9409025,8073,9702006,9910229
415,416,9405109,304163,9910146,104059,9608011,10175,111069,111069,9806051,9090,11094,9906012
416,417,5061,11193,8091,9302023,9612102,7043,12222,12222,9601177,11172,211110,9812250
417,418,9310112,12239,110031,303251,9103,9912271,110005,110005,303191,106027,9804057,104253
418,419,9612207,9512059,207105,9306013,9608024,9812031,9908019,9908019,9307168,9912280,9903162,9504138
419,420,212231,9511222,111238,205060,210079,12164,9710230,9710230,9712241,111069,9503030,107195
420,421,9709107,207086,9712084,9607174,9405110,9904095,104097,104097,9502077,12222,5015,112050
421,422,9512181,4198,109081,9611120,9906117,12156,211180,211180,209136,107177,103239,12054
422,423,301094,9912094,12030,9210021,9148,9603061,107199,107199,9810155,9908199,9810126,110171
423,424,9710198,105097,9711029,9612102,9611069,9908076,207249,207249,206192,110005,9911116,211098
424,425,303115,112248,8212,9906091,9405107,9404108,112145,112145,12265,104097,6192,110002
425,426,9703072,9708164,7147,209155,9807080,9306039,110134,110134,207153,212126,7090,111044
426,427,9609041,9505105,4037,9405110,9505070,111238,106195,106195,4158,9908019,9803235,112132
427,428,7195,111077,9906012,208142,9402107,6071,112176,112176,9506171,112176,5006,210054
428,429,11193,105139,9804027,9405107,9511195,9507023,207247,207247,4160,107199,108075,211030
429,430,106117,103102,9711153,9604063,9603053,8054,9809111,9809111,9704104,110134,4037,9704147
430,431,9604156,205301,9611209,9507036,9604063,9142,7147,7147,9911105,205187,11241,9603090
431,432,104200,9912075,9605033,9906117,9910146,9307168,10158,10158,8200,211180,9510225,9234
432,433,6236,10113,9908165,9807080,303251,5183,111145,111145,209130,103080,9803031,9042
433,434,104136,11077,9612164,9505070,104059,9606185,9703030,9703030,9205064,9912258,112253,9911161
434,435,12143,205275,9706087,9411102,4074,209241,9908199,9908199,9902149,11024,6176,112054
435,436,111154,9504090,10143,9611069,9212007,9810201,206009,206009,8123,9703210,9705130,207255
436,437,109182,112040,211291,9711108,9609219,9809027,107177,107177,104158,111145,112059,12035
437,438,9504027,7131,9906087,9703188,9806179,7090,107081,107081,8019,106195,9911082,4073
438,439,9502122,11147,9904207,9506159,6185,9503016,10247,10247,9205037,103167,9905148,109149
439,440,9805028,9908152,9703110,11119,9511043,9911043,5095,5095,9611173,4103,301125,209013
440,441,211178,107081,111135,106076,9506064,9810070,9912047,9912047,12143,10158,8194,9804027
441,442,9307049,210231,10002,9712088,9609166,9507008,107267,107267,12060,207249,8075,104036
442,443,8112,106117,9603142,9511195,301094,9203052,9196,9196,9910157,206009,9912241,9903051
443,444,106040,103165,6176,9910146,9210021,9601177,103080,103080,108172,9703030,12193,9803069
444,445,104037,107055,9507160,4187,8231,9607202,4103,4103,9912260,103108,9208027,9609053
445,446,9607202,9909081,9506075,9805102,9908106,4166,103167,103167,10060,9156,9905155,9912101
446,447,4063,104037,301125,9608071,9805102,10088,301047,301047,9211102,9912047,9712029,9805201
447,448,9507115,9912130,110071,205306,9608071,9507115,9911082,9911082,9709017,107169,211162,109148
448,449,9504102,9507121,9607201,9504158,9810062,9806159,6246,6246,9807092,9710230,9506200,4092
449,450,9610105,212079,9207016,9608011,9503033,9506110,8053,8053,9909086,10247,9911161,9611197
450,451,9605085,206038,112173,9605001,211068,9602065,9910149,9910149,9311015,9806159,103124,9606184
451,452,110200,211100,9907210,9908106,9710179,9409139,112126,112126,9604061,5095,107134,9611020
452,453,9706047,10175,9803152,9608024,9611120,9907026,9156,9156,9301067,107267,9705055,9506148
453,454,302030,9206084,9705058,110200,5210,210224,205227,205227,9905214,9196,9711081,9607151
454,455,110031,303233,210238,301094,205306,9912287,9912274,9912274,9906089,9809111,9607184,9611152
455,456,8231,12150,9808149,9505073,303087,9303030,5059,5059,9310070,105070,10048,9701009
456,457,11029,9803067,9612162,9401059,7240,9303013,11037,11037,9908148,112126,9902200,9503106
457,458,9503030,5178,12194,9609219,9907026,9911096,9806159,9806159,9201080,7147,9703030,9711069
458,459,9606185,110108,9305185,9212007,9401059,9604156,103148,103148,9911066,301047,210257,112082
459,460,9611173,205163,9511108,212233,212233,112045,10175,10175,104212,9708009,9901135,211141
460,461,5182,207097,9908201,106178,9806119,9408155,9809022,9809022,111073,9807195,9912184,9021
461,462,9906192,9139,9711069,5087,110200,9511154,111199,111199,9908056,6246,9507060,9149
462,463,9612131,208009,9710215,8231,9612017,9510225,5007,5007,9301037,110281,9903029,106040
463,464,9711069,104244,9603059,6185,4134,9206026,112134,112134,9906092,9809022,208142,106093
464,465,9612162,9182,9810072,7240,6163,9512196,303172,303172,12024,106151,9912272,303191
465,466,8081,211232,9805112,9511043,7183,103051,212126,212126,9412018,107081,211204,9704004
466,467,9710005,11073,9907054,9107,7044,9609026,110281,110281,9506037,8053,11086,9612162
467,468,9711082,11019,9909017,9810062,11240,9406101,206081,206081,11073,9808069,12265,9803192
468,469,9707164,12054,109055,9806179,9610108,303191,8250,8250,9402113,110169,9809111,9804065
469,470,9709139,12065,6062,9806119,9812072,11077,111129,111129,9612167,9912274,209257,9611029
470,471,9609145,9901080,210135,212079,9702049,107138,9807195,9807195,9210127,11037,207127,9904064
471,472,9912133,112127,212211,9310112,9710006,9309142,109111,109111,9506019,10175,9903021,9806115
472,473,212253,5247,9711082,110108,9601169,9501098,8227,8227,9706025,5059,104139,112210
473,474,9512154,104097,9906137,210079,9912085,206063,9804058,9804058,110111,103148,9506106,9709017
474,475,9507160,9140,9810132,9404063,9910040,9807098,112093,112093,9612102,112134,11115,9812230
475,476,108043,106014,9710053,9309055,9706203,9711183,9708009,9708009,9505105,9804058,4011,9905004
476,477,104036,9095,9907029,7044,9309055,9310181,9906044,9906044,9702089,5007,4147,9806151
477,478,103124,8076,10060,9311009,103168,9804170,111064,111064,9511053,111199,206002,9602061
478,479,107134,9911251,9903162,109119,9506170,9601036,11090,11090,110293,111129,8212,9606196
479,480,106036,212212,9606009,9609166,9404063,9507012,111249,111249,9911161,109111,206154,9704087
480,481,112226,9703030,103162,106127,11119,106149,5253,5253,9506126,9906044,9706211,5145
481,482,9602065,209222,9702006,9710006,208142,9803116,9811237,9811237,11131,303172,12092,8081
