,Rank,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank
295,296,9911154,9607083,209191,9706072,203049,211162,9607083,8241,206069,9903225,9606086,208166
296,297,9911153,9901159,210030,106109,205180,212193,9901159,9912140,9806073,9206070,9701019,211266
297,298,9911152,2154,208179,205089,206212,212184,2154,108075,9805164,9903224,9803054,304074
298,299,9911150,9512161,111048,9208027,304018,211076,9512161,9901159,9903218,9712004,9805028,211134
299,300,9911149,9502074,304188,9604129,209120,212150,9502074,9705055,9803114,9701162,9210127,207091
300,301,9911147,9805171,205109,9712117,208028,301213,9805171,9607083,110245,10108,9601014,209183
301,302,9911146,9812007,206010,9804092,208003,101013,9812007,9502074,101158,9601003,9708086,212342
302,303,9911145,108075,210218,201032,211141,112002,108075,9701144,9609133,9302103,9909215,211136
303,304,9911144,9705011,203191,2118,209228,8091,9705011,9811010,202004,9405029,9612162,211169
304,305,9911143,9807208,212021,208142,211263,210219,9807208,9807208,9909059,9411102,9703218,212307
305,306,9911142,5067,210256,9210010,202030,210070,5067,9412184,9510051,9612126,9604041,107208
306,307,9911141,9705055,303017,9707079,208023,211122,9705055,9805171,5036,9707093,9808149,9910053
307,308,9911140,9702136,201253,9903124,205291,202184,9702136,9705011,9211096,9608111,106113,207111
308,309,9911139,9706099,202083,208014,206151,206131,9706099,9506112,107039,9808149,9803051,206063
309,310,9911138,9608154,302146,9901128,205109,9141,9608154,9611230,212235,9302126,9806044,4066
310,311,9911137,111048,212083,8241,206131,207174,111048,2154,9711181,208048,9609176,210085
311,312,9911136,9707126,207156,9603060,304188,204083,9707126,9608154,9609122,9511194,9403198,205228
312,313,9911135,9707051,303060,9803031,210219,10048,9707051,111048,9306112,9303160,9707027,101110
313,314,9911134,9412184,111093,9910004,111012,211232,9412184,9707126,210294,9508154,9611202,110096
314,315,9911133,9506112,210091,2186,212082,212138,9506112,9706099,4128,9604090,9710230,203101
315,316,9911131,9704109,206147,1197,206102,205306,9704109,9704109,204202,9604055,3160,205162
316,317,9911130,9809173,207278,206062,211172,9911222,9809173,9903210,9809047,9610172,9608163,211171
317,318,9911129,9605225,206005,9301068,209041,108055,9605225,9309140,9410230,2117,9603170,208044
318,319,9911128,9510017,206212,9712028,211202,212244,9510017,9605225,9407177,9201061,9503115,110201
319,320,9911126,9611050,209224,9707075,210139,212055,9611050,9610107,9801052,9503030,9909047,303048
320,321,9911125,9611230,212117,9612126,205246,202003,9611230,9711035,203066,9604198,110028,205310
321,322,9911123,9802168,202126,9710230,208124,207171,9802168,9408083,10215,9602049,8142,212109
322,323,9911121,12054,211197,9910052,208217,206020,12054,9802168,9702143,9705117,9607050,203023
323,324,9911120,9610107,202148,9601177,212074,209081,9610107,5129,9908157,9805157,9408074,212227
324,325,9911118,9408083,108119,9709087,301129,207111,9408083,9702136,201142,9605234,9612121,112155
325,326,9911117,9711035,212082,9210127,112002,210046,9711035,9707051,2128,9908076,9611063,303269
326,327,9911116,9903210,211118,9801182,208080,9224,9903210,9503016,9311059,9711138,9809111,202180
327,328,9911115,9712206,212225,5040,205067,207027,9712206,9901148,9509099,9204083,9604051,212177
328,329,9911114,9309140,212047,9906182,206176,206158,9309140,9706072,9509045,109162,9603109,209003
329,330,9911113,9902074,205008,201210,301072,1212,9902074,9804062,9602173,9504102,9809022,303111
330,331,9911112,9503016,212293,9309145,302186,4187,9503016,106200,9502098,9505073,9207016,9807240
331,332,9911111,9506091,210078,9508154,201253,202191,9506091,9712206,9409058,9906070,9707093,111209
332,333,9911110,9901148,211269,9504027,206237,205236,9901148,5067,205042,9606040,9704018,210012
333,334,9911109,9912271,112002,9503179,111165,205321,9912271,9803189,106112,9503115,9807033,103110
334,335,9911108,9904073,210309,212253,207145,209054,9904073,8091,9806003,9601177,9603194,209163
335,336,9911106,9510134,208065,9505053,211291,10054,9510134,9912271,9809182,9511080,9703110,210017
336,337,9911105,9803189,206248,9505073,202126,106201,9803189,9704114,9903139,2159,9604198,202200
337,338,9911104,8091,209179,9604055,208018,203267,8091,9610167,9411177,103239,9606199,210059
338,339,9911103,9804172,206151,9906039,212294,209043,9804172,12054,302096,9603081,9505053,212262
339,340,9911101,106200,212279,12179,210218,9912257,106200,9506091,9902208,9712230,9710033,207214
340,341,9911100,9908076,206059,205100,212331,104143,9908076,9904073,103042,3101,9912001,102130
341,342,9911099,9704114,304138,102076,209195,210093,9704114,9607057,104261,3052,9908105,207027
342,343,9911098,9607057,302073,9702163,206010,211181,9607057,9712055,9808161,9909070,9612080,112029
343,344,9911097,9510210,211201,205131,206231,206073,9510210,9903246,9510017,9812193,9606112,9807234
344,345,9911096,112040,204261,9807033,206108,208209,112040,1206,104009,9408155,8054,301049
345,346,9911095,9901017,205101,9804170,112214,6103,9901017,9901017,6039,9303046,9603090,9505089
346,347,9911094,9712055,210246,9909053,304057,107178,9712055,9510210,9712012,9308122,9802051,205251
347,348,9911093,5129,212290,1113,204054,303013,5129,9902074,11009,9507008,9611164,208165
348,349,9911092,9606185,209202,7195,210212,212145,9606185,112040,9804028,9606169,2222,304188
349,350,9911091,6028,212177,9811131,303173,207249,6028,6028,203107,9806146,5067,301105
350,351,9911089,111050,201176,9510227,206208,108085,111050,9706089,9705221,8013,9512161,211095
351,352,9911088,2118,202193,9504147,204064,107084,2118,9806026,204017,2072,9512005,304203
352,353,9911087,9803085,211266,9911096,203175,210007,9803085,9902022,109192,9504034,9510229,111228
353,354,9911085,9902022,205296,11029,211118,206141,9902022,206182,9507015,206255,9603051,205300
354,355,9911084,9611040,211068,9803076,111008,7109,9611040,9908076,9406199,9807033,9603061,9710013
355,356,9911082,9706072,204001,9809022,302026,211123,9706072,9803085,9806211,9702008,9608183,3086
356,357,9911081,9903246,204234,9304011,207004,212109,9903246,9506171,9511173,10060,9604091,12077
357,358,9911080,206182,210167,9705199,302006,5021,206182,2118,207166,9808017,9707247,208222
358,359,9911079,1206,211217,212010,210227,102032,1206,9611040,9312179,3031,9603140,302182
359,360,9911078,9804062,207115,9704018,210217,202056,9804062,9707160,106284,9911096,5016,211011
360,361,9911075,9610167,112253,106014,112223,3218,9610167,9804172,102048,9506109,9701125,111266
361,362,9911074,9706089,210272,9712253,209054,205160,9706089,111050,9505139,9701037,9608054,111242
362,363,9911073,9506171,206158,9604089,212109,10240,9506171,9712072,202008,9605136,9510204,12179
363,364,9911072,9911169,208038,2159,111201,7170,9911169,204146,211009,9908040,9611159,212237
364,365,9911071,9604166,206154,9803051,212306,204001,9604166,9411028,9412195,9912094,9602111,301180
365,366,9911069,9707160,206045,4147,211013,112113,9707160,9807033,208217,5006,9511126,207222
366,367,9911068,9806214,303104,9804083,111050,111027,9806214,9902106,1068,12251,111165,201173
367,368,9911067,204146,205100,211012,110143,9802051,204146,9802183,9706029,202111,9612114,204203
368,369,9911066,9902106,303222,9811019,212052,7158,9902106,9911169,5080,9808016,9808048,206187
369,370,9911065,9909172,210183,9607207,206182,207009,9909172,9704151,9612175,9912118,9804170,210164
370,371,9911062,9411028,205160,9601036,202176,7215,9411028,9806214,204219,8140,9305142,9242
371,372,9911061,204089,205259,9808101,205107,111276,204089,9701166,302026,9202014,9601177,112125
372,373,9911060,9604091,209193,9808139,209202,8081,9604091,9701149,9811127,9807098,9808088,212340
373,374,9911059,9601169,212002,9411187,212236,110203,9601169,9601169,9302130,3037,9610148,206104
374,375,9911058,9712072,304198,9506102,205129,12042,9712072,9412138,9410202,9306153,9708044,211036
375,376,9911057,9807033,206057,203101,211191,206237,9807033,202179,7188,9303143,106014,209043
376,377,9911056,2094,210231,9608117,211289,112251,2094,9802047,9702080,9509176,9503121,210240
377,378,9911053,9803092,112193,204203,212014,206087,9803092,9803092,11073,9510204,9701069,208074
378,379,9911043,9902073,203124,9909070,304208,210122,9902073,9905097,9501113,9606017,9602136,303057
379,380,9911042,9412138,211032,210070,210078,209194,9412138,2094,202070,9707079,4039,209139
380,381,9911041,9701166,210254,9309097,212162,203049,9701166,9510134,3065,9701137,9602082,301187
381,382,9911040,9806026,212317,9507012,212055,101043,9806026,9909172,106223,9507115,9609116,202126
382,383,9911039,6064,109057,9708044,209158,201136,6064,9902073,207220,103067,9810201,211013
383,384,9911038,9905097,212139,9812196,303068,11032,9905097,9606185,112213,9411187,9708005,9809147
384,385,9911037,9805097,205200,9903224,303054,104056,9805097,9604166,9201042,9703217,9704061,207195
385,386,9911036,202179,206079,9801207,212210,207223,202179,106109,203002,110108,9611047,301060
386,387,9911035,9701149,205198,9602065,211023,209235,9701149,9604091,9507121,9511154,9702101,212131
387,388,9911034,9912012,207145,9410073,205131,102125,9912012,6064,9405183,9903077,9407031,211023
388,389,9911033,7024,205213,7044,205296,7061,7024,7024,9606134,1033,9308122,9812155
389,390,9911032,9404063,208081,9603126,205179,204231,9404063,9707060,12257,9611213,9605131,211242
390,391,9911030,9707060,207124,7024,207228,104169,9707060,9610250,109034,9909205,9706089,11197
391,392,9911027,9507141,208028,203108,110055,9182,9507141,9705199,9912126,9903187,9609026,204206
392,393,9911026,9910256,210056,9809057,204203,205015,9910256,9912012,205018,9207094,9702163,212240
393,394,9911025,9802183,207228,112045,202087,12198,9802183,9809147,9903135,9511064,107036,206118
394,395,9911024,9705199,206118,209067,211025,109064,9705199,9804083,9505091,9605200,9704059,209037
395,396,9911023,9603003,303248,9210065,210004,7236,9603003,204089,9906183,9712028,9804210,211262
396,397,9911022,9610024,204083,9506110,206079,108113,9610024,9710245,203246,9712072,9709013,204128
397,398,9911021,9704151,205303,9707192,209247,202079,9704151,9911068,9804021,9806104,9711205,212317
398,399,9911020,9911068,112140,9707093,204014,203151,9911068,9710248,9510133,9604030,9902210,208144
399,400,9911019,9610250,211180,9705046,212103,212177,9610250,9507141,9402151,9901159,9711130,210071
400,401,9911018,8194,212113,9712004,211199,111008,8194,9809076,9604159,9409021,9601152,206242
401,402,9911016,2186,212162,9038,201247,6041,2186,9808035,9704014,9510183,9705011,106201
402,403,9911015,9809076,203163,11226,207257,110041,9809076,9408040,9511205,9201056,9703157,211164
403,404,9911014,106109,208182,9701037,208096,208203,106109,9404063,5013,9603097,9808141,6121
404,405,9911013,9809147,209120,3187,209235,210254,9809147,7191,9811179,7024,9712186,210042
405,406,9911011,9710245,112040,9906161,301063,8241,9710245,5031,9601028,9609122,9510134,209115
406,407,9911010,9802047,210269,103239,209232,207278,9802047,9603003,9810188,9805129,102080,209066
407,408,9911008,7191,205227,3052,201136,304208,7191,9803259,106099,9806155,9606139,209203
408,409,9911007,9906039,301095,109182,207163,202175,9906039,9703222,12138,1203,9406105,110041
409,410,9911005,9803259,301063,9206084,208197,205008,9803259,9501075,9406211,9909058,9708068,204225
410,411,9911004,206223,210139,9711201,104150,112236,206223,9610024,9301039,9506110,11190,112045
411,412,9911003,9501075,205321,9503030,301213,301009,9501075,9906039,9711064,9603136,9712050,9905155
412,413,9911002,1041,302118,9606122,201145,106255,1041,9811131,302115,9512161,9801206,212339
413,414,9911001,9909110,108172,9302126,210030,303173,9909110,9910256,108056,9511173,9702198,303039
414,415,9910268,101219,210108,208048,212061,303157,101219,9807124,9705193,9605049,9707192,201178
415,416,9910267,5031,209244,204143,201268,211023,5031,9148,3148,5247,9208027,210133
416,417,9910266,9710248,206239,10060,211123,106002,9710248,9805097,9511031,9610140,9805129,9706133
417,418,9910265,9703222,212296,11156,108156,303269,9703222,9607064,206251,9604156,9608135,5067
418,419,9910264,111208,208163,111093,209191,301035,111208,1041,9201059,9705091,9510097,206164
419,420,9910263,9607064,207238,9306069,212222,11197,9607064,9809173,3175,9604119,9604055,212012
420,421,9910261,9811131,205147,2222,212244,12179,9811131,9801030,9707217,9703031,9903238,302147
421,422,9910260,9807124,201215,9509132,211030,9910036,9807124,9909110,1032,6240,9810214,203251
422,423,9910259,9712077,301072,9603136,205099,3025,9712077,111208,105128,203211,9701149,202110
423,424,9910258,103099,207222,9706082,203208,9906216,103099,101219,9307168,9912018,9806194,206089
424,425,9910257,9808035,211156,9712005,209193,210158,9808035,2186,2230,9804035,9612157,9703170
425,426,9910256,9801030,211029,5049,206020,202030,9801030,10090,9312167,7146,9803140,204034
426,427,9910254,9803196,208227,9606169,110234,202200,9803196,9712257,9511081,9606165,9701166,106029
427,428,9910253,9510224,205033,9712115,210309,212061,9510224,8194,112083,9505004,9810206,9702194
428,429,9910252,9509166,211056,9907140,110286,202011,9509166,9510224,9507077,9810206,9512042,9603187
429,430,9910250,9804083,205316,9604052,209163,5007,9804083,103099,11123,9704104,9507027,205062
430,431,9910249,9509132,304195,9804026,208126,201035,9509132,9811087,9310134,9506035,9703176,202131
431,432,9910247,9704044,212103,11256,211261,2172,9704044,9803196,9504129,1053,1204,9704130
432,433,9910246,9408040,210004,9610234,302146,5049,9408040,9704197,9408128,110007,10108,203030
433,434,9910245,9806120,212147,9903107,111182,210231,9806120,9707174,205015,9802051,9704029,9702026
434,435,9910244,10090,206175,3101,212181,204071,10090,9703110,201267,9603042,202179,2043
435,436,9910243,9712257,209232,9802203,109057,11111,9712257,9711007,9205058,9509162,9803194,304215
436,437,9910242,9711007,210230,9612146,204233,9095,9711007,9712077,3290,9806159,9601003,203267
437,438,9910240,9202,203272,107251,112113,212250,9202,9609063,206216,9712117,9612108,212258
438,439,9910238,9609063,204231,9212149,303202,202156,9609063,9509166,103142,9703210,9808161,302012
439,440,9910237,9712195,206102,9404063,207244,201028,9712195,9507050,9508030,9210021,9608111,212300
440,441,9910236,9703110,212138,9812061,106100,303055,9703110,9802069,9710097,9903107,9907166,210229
441,442,9910233,9802069,212052,9601057,205188,212069,9802069,9711200,1202,6062,11256,211148
442,443,9910232,9611136,207129,9607050,212116,9802151,9611136,9712195,9608040,9610236,6060,303068
443,444,9910231,9707202,208078,9708037,205066,209202,9707202,11256,9507022,5036,9603097,110261
444,445,9910230,11256,303194,9610105,208182,107142,11256,9611136,112128,9812073,9706072,108055
445,446,9910229,9705003,209034,9811193,208103,6141,9705003,9801058,7231,9611190,9801017,211121
446,447,9910226,9707174,204254,9604178,108055,209195,9707174,9806120,9810218,9912152,11269,209129
447,448,9910225,9704197,207234,201205,211269,208086,9704197,9705003,5048,9812089,9705104,211118
448,449,9910224,4147,211202,9705011,201004,209090,4147,206223,301144,9906161,9803214,9912271
449,450,9910222,9510225,207053,3025,211249,208103,9510225,9510225,9301045,9908141,9807137,210265
450,451,9910221,9148,212043,9908040,207029,205204,9148,9802126,207001,9910132,9606191,9710118
451,452,9910219,9708037,206091,9702136,205106,304138,9708037,2211,9711094,205033,9707160,9802130
452,453,9910217,204261,206065,11125,304173,208148,204261,9707202,205062,9506014,9510200,212246
453,454,9910216,9802126,207157,207107,204155,9106,9802126,9509132,9810164,9908036,7044,203151
454,455,9910215,9508090,205204,12251,208153,112231,9508090,9709228,9611064,9412228,9512181,107018
455,456,9910213,9811087,210070,9910093,210048,8015,9811087,9202,201053,9511126,9902208,102085
456,457,9910212,103196,304143,9711002,202200,205066,103196,103112,9412194,9704018,9606043,5124
457,458,9910211,11269,207270,9306153,206138,202021,11269,4147,106064,9608163,206038,209206
458,459,9910210,103112,212085,9408083,202175,9910052,103112,9807240,9707182,9506011,9906182,211291
459,460,9910209,9709228,208066,9507008,202008,212211,9709228,103196,9605046,9602111,8081,208203
460,461,9910208,9603140,204168,9701123,205321,9712005,9603140,11269,9508003,9611100,5217,302175
461,462,9910207,9804121,207208,211123,205008,9909101,9804121,9603140,9508178,9706175,9810116,207033
462,463,9910206,9807240,211236,9606017,212211,12025,9807240,9704044,106211,9809111,9706141,210112
463,464,9910205,2211,304020,9508094,202174,201224,2211,9508090,112073,9611008,9712117,207164
